C NODEDR     ELEVDR        CDCDR     ISTRMDR
C-------------------------------------------------------------------------------
  -371      45.90         99999         381             / SAC063 --> SR_23_CRC002
  -376      22.90         99999         381             / SAC063 --> SR_22_SAC066
  -377      15.90         99999         381             / SAC063 --> SR_26N_EMD007
  -378      39.90         99999         381             / SAC063 --> SR_26N_EMD001
  -379      72.90         99999         379             / AMR004 --> SR_26N_AMR004
  -381      27.90         99999         381             / SAC063 --> SR_22_SAC066
  -382      44.90         99999         381             / SAC063 --> SR_26N_EMD007
  -383      82.90         99999         381             / SAC063 --> SR_26N_EMD001
  -386      72.90         99999         381             / SAC063 --> SR_26N_EMD007
  -387     107.90         99999         381             / SAC063 --> SR_26N_EMD007
  -388     177.90         99999         381             / SAC063 --> SR_26N_EMD001
  -390     245.90         99999         381             / SAC063 --> SR_26N_EMD007
  -391     101.90         99999         369             / SAC081 --> SR_24_CRC002
  -392     146.90         99999         381             / SAC063 --> SR_26N_EMD007
  -393     281.90         99999         381             / SAC063 --> SR_24_EMD007
  -394     254.90         99999         376             / AMR020 --> SR_26S_NTOMA
  -395     159.90         99999         376             / AMR020 --> SR_26S_NTOMA
  -396     318.90         99999         397             / YBP026 --> SR_20_YBP023
  -397     153.90         99999         397             / YBP026 --> SR_20_YBP023
  -398     107.90         99999         397             / YBP026 --> SR_20_YBP023
  -399      65.90         99999         397             / YBP026 --> SR_20_YBP023
  -400      34.90         99999         397             / YBP026 --> SR_20_YBP023
  -402     363.90         99999         397             / YBP026 --> SR_20_YBP023
  -403     152.90         99999         397             / YBP026 --> SR_20_YBP023
  -404     106.90         99999         397             / YBP026 --> SR_20_YBP023
  -405      60.90         99999         397             / YBP026 --> SR_20_YBP023
  -406      39.90         99999         397             / YBP026 --> SR_20_YBP023
  -408      11.90         99999         398             / YBP023 --> SR_21_YBP023
  -409     449.90         99999         401             / PTH020 --> SR_20_PTH021
  -415       8.90         99999         413             / SAC017 --> Delta
  -417      26.90         99999         384             / SAC048 --> SR_26S_SAC048
  -418      41.90         99999         384             / SAC048 --> SR_26S_SAC048
  -419      62.90         99999         384             / SAC048 --> SR_26S_SAC048
  -420     136.90         99999         384             / SAC048 --> SR_26S_SAC048
  -421     126.90         99999         384             / SAC048 --> SR_26S_SAC048
  -422     241.90         99999         384             / SAC048 --> SR_26S_SAC048
  -423     213.90         99999         192             /  --> SR_60N_MOK019 (not modeled)
  -424      70.90         99999         384             / SAC048 --> SR_26S_SAC048
  -427     290.90         99999         192             /  --> SR_60N_MOK019 (not modeled)
  -429     113.90         99999         411             / CSL005 --> SR_25_CSL005
  -430      80.90         99999         411             / CSL005 --> SR_25_CSL005
  -431      53.90         99999         411             / CSL005 --> SR_25_CSL005
  -434       7.90         99999         413             / SAC017 --> Delta
  -436      12.90         99999         384             / SAC048 --> SR_26S_SAC048
  -437      31.90         99999         384             / SAC048 --> SR_26S_SAC048
  -438      57.90         99999         384             / SAC048 --> SR_26S_SAC048
  -440      90.90         99999         193             /  --> SR_60N_MOK019 (not modeled)
  -441     150.90         99999         191             /  --> SR_60N_MOK019 (not modeled)
  -442     247.90         99999         189             /  --> SR_60N_MOK019 (not modeled)
  -444     465.90         99999         411             / CSL005 --> SR_25_CSL005
  -445      98.90         99999         411             / CSL005 --> SR_25_CSL005
  -446      56.90         99999         411             / CSL005 --> SR_25_CSL005
  -447      34.90         99999         411             / CSL005 --> SR_25_CSL005
  -449      10.90         99999         413             / SAC017 --> Delta
  -450       5.90         99999         413             / SAC017 --> Delta
  -452      18.90         99999         384             / SAC048 --> SR_26S_SAC048
  -453      35.90         99999         197             / MOK014 --> SR_26S_MOK014
  -455      61.90         99999         193             /  --> SR_60N_MOK019 (not modeled)
  -456     248.90         99999         411             / CSL005 --> SR_25_CSL005
  -457      98.90         99999         411             / CSL005 --> SR_25_CSL005
  -458      45.90         99999         411             / CSL005 --> SR_25_CSL005
  -459      22.90         99999         411             / CSL005 --> SR_25_CSL005
  -461       5.90         99999         413             / SAC017 --> Delta
  -462       5.90         99999         413             / SAC017 --> Delta
  -464      21.90         99999         197             / MOK014 --> SR_26S_MOK014
  -465      20.90         99999         197             / MOK014 --> SR_26S_MOK014
  -467      43.90         99999         193             /  --> SR_60N_MOK019 (not modeled)
  -468     116.90         99999         433             / CHCGO --> Delta
  -469      67.90         99999         433             / CHCGO --> Delta
  -470      59.90         99999         433             / CHCGO --> Delta
  -471      33.90         99999         411             / CSL005 --> SR_25_CSL005
  -472       9.90         99999         411             / CSL005 --> Delta
  -474      -2.10         99999         413             / SAC017 --> Delta
  -477       8.90         99999         197             / MOK014 --> Delta
  -481      82.90         99999         193             /  --> SR_60N_MOK019 (not modeled)
  -482     166.90         99999         193             /  --> SR_60N_MOK019 (not modeled)
  -483     169.90         99999         193             /  --> SR_60N_MOK019 (not modeled)
  -484     192.90         99999         193             /  --> SR_60N_MOK019 (not modeled)
  -485     470.90         99999         189             /  --> SR_60N_MOK019 (not modeled)
  -486      21.90         99999         433             / CHCGO --> Delta
  -487       8.90         99999         433             / CHCGO --> Delta
  -488     121.90         99999         433             / CHCGO --> Delta
  -489      16.90         99999         433             / CHCGO --> Delta
  -490     142.90         99999         411             / CSL005 --> SR_25_CSL005
  -491     120.90         99999         411             / CSL005 --> SR_25_CSL005
  -496      -0.10         99999         200             / SJR022 --> SR_60N_SJR022
  -500     388.90         99999         193             /  --> SR_60N_MOK019 (not modeled)
  -501     305.90         99999         193             /  --> SR_60N_MOK019 (not modeled)
  -502      67.90         99999         195             / MOK019 --> SR_60N_MOK019 (not modeled)
  -503     110.90         99999         186             /  --> SR_60N_MOK019 (not modeled)
  -504     209.90         99999         186             /  --> SR_60N_MOK019 (not modeled)
  -507     299.90         99999         183             /  --> SR_60N_MOK019 (not modeled)
  -508     292.90         99999         186             /  --> SR_60N_MOK019 (not modeled)
  -509     231.90         99999         183             /  --> SR_60N_MOK019 (not modeled)
  -510     598.90         99999         183             /  --> SR_60N_MOK019 (not modeled)
  -511      11.90         99999         200             / SJR022 --> Delta
  -517     722.90         99999         183             /  --> SR_60N_MOK019 (not modeled)
  -518     801.90         99999         183             /  --> SR_60N_MOK019 (not modeled)
  -519      -6.10         99999         200             / SJR022 --> Delta
  -521     311.90         99999         433             / CHCGO --> Delta
